"","ID","gene_name","gene_desc","best_db","sporprot"
"427","O34472","yrrI","Putative transport protein YrrI","DRAM","sporulation_prot"
"428","O34486","yfkQ","Uncharacterized membrane protein YfkQ","DRAM","sporulation_prot"
"429","O34495","ykoP","Uncharacterized protein YkoP","DRAM","sporulation_prot"
"430","O34505","ythB","Putative cytochrome bd menaquinol oxidase subunit II","DRAM","sporulation_prot"
"4311","O34506","yngL","UPF0713 protein YngL","DRAM","sporulation_prot"
"432","O34507","prkC","Serine/threonine-protein kinase PrkC (Ser/Thr-protein kinase PrkC) (EC 2.7.11.1)","DRAM","sporulation_prot"
"433","O34541","yoaW","Uncharacterized protein YoaW","DRAM","sporulation_prot"
"434","O34544","yngH","Biotin carboxylase 2 (EC 6.3.4.14) (Acetyl-coenzyme A carboxylase biotin carboxylase subunit A 2)","DRAM","sporulation_prot"
"435","O34549","gerR","Sporulation-specific transcriptional regulator GerR","DRAM","sporulation_prot"
"436","O34554","yjfA","Uncharacterized protein YjfA","DRAM","sporulation_prot"
"437","O34563","glnH","ABC transporter glutamine-binding protein GlnH","DRAM","sporulation_prot"
"438","O34573","yfkT","Putative spore germination protein YfkT","DRAM","sporulation_prot"
"439","O34578","yjnA","Probable membrane transporter protein YjnA","DRAM","sporulation_prot"
"440","O34579","yfkD","Uncharacterized protein YfkD","DRAM","sporulation_prot"
"4411","O34585","yjzC","Uncharacterized protein YjzC","DRAM","sporulation_prot"
"442","O34586","ylbC","Uncharacterized membrane protein YlbC","DRAM","sporulation_prot"
"443","O34592","ydjP","AB hydrolase superfamily protein YdjP (EC 3.-.-.-)","DRAM","sporulation_prot"
"444","O34606","glnP","Probable glutamine ABC transporter permease protein GlnP","DRAM","sporulation_prot"
"445","O34611","yoaR","Uncharacterized protein YoaR","DRAM","sporulation_prot"
"446","O34649","ytlD","Uncharacterized ABC transporter permease protein YtlD","DRAM","sporulation_prot"
"447","O34654","yodI","Uncharacterized protein YodI","DRAM","sporulation_prot"
"448","O34656","cotI","Spore coat protein I","DRAM","sporulation_prot"
"449","O34662","yodT","Uncharacterized aminotransferase YodT (EC 2.6.-.-)","DRAM","sporulation_prot"
"450","O34671","glnM","Probable glutamine ABC transporter permease protein GlnM","DRAM","sporulation_prot"
"4511","O34673","uxaA","Altronate dehydratase (EC 4.2.1.7) (D-altronate hydro-lyase)","DRAM","sporulation_prot"
"452","O34676","kamA","L-lysine 2,3-aminomutase (LAM) (EC 5.4.3.2) (KAM)","DRAM","sporulation_prot"
"453","O34677","glnQ","Glutamine transport ATP-binding protein GlnQ (EC 7.4.2.-)","DRAM","sporulation_prot"
"454","O34682","ylbB","Uncharacterized protein YlbB","DRAM","sporulation_prot"
"455","O34701","yoaU","Uncharacterized HTH-type transcriptional regulator YoaU","DRAM","sporulation_prot"
"456","O34712","ytrA","HTH-type transcriptional repressor YtrA","DRAM","sporulation_prot"
"457","O34736","yjmC","Uncharacterized oxidoreductase YjmC (EC 1.1.1.-)","DRAM","sporulation_prot"
"458","O34752","lgt","Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase (EC 2.5.1.145) (Spore germination protein GerF)","DRAM","sporulation_prot"
"459","O34755","ykoT","Uncharacterized glycosyltransferase YkoT (EC 2.4.-.-)","DRAM","sporulation_prot"
"460","O34765","spoVV","Sporulation integral membrane protein YlbJ","DRAM","sporulation_prot"
"4611","O34767","oxdD","Oxalate decarboxylase OxdD (EC 4.1.1.2)","DRAM","sporulation_prot"
"462","O34779","prpC","Protein phosphatase PrpC (EC 3.1.3.16)","DRAM","sporulation_prot"
"463","O34783","ykuS","UPF0180 protein YkuS","DRAM","sporulation_prot"
"464","O34800","spoIISB","Stage II sporulation protein SB (Antidote protein SpoIISB) (Antitoxin SpoIISB)","DRAM","sporulation_prot"
"465","O34803","yeaA","Uncharacterized protein YeaA","DRAM","sporulation_prot"
"466","O34806","gerW","Uncharacterized spore protein YtfJ","DRAM","sporulation_prot"
"467","O34811","ytwI","UPF0756 membrane protein YtwI","DRAM","sporulation_prot"
"468","O34814","ftsE","Cell division ATP-binding protein FtsE","DRAM","sporulation_prot"
"469","O34816","ldt","Putative L,D-transpeptidase YkuD (EC 2.-.-.-) (Spore protein YkuD)","DRAM","sporulation_prot"
"470","O34830","ykoS","Uncharacterized membrane protein YkoS","DRAM","sporulation_prot"
"4711","O34840","chaA","Ca(2+)/H(+) antiporter ChaA","DRAM","sporulation_prot"
"472","O34850","sprB","SPbeta prophage-derived uncharacterized protein YotN","DRAM","sporulation_prot"
"473","O34853","spoIISA","Stage II sporulation protein SA (Killer protein SpoIISA) (Toxin SpoIISA)","DRAM","sporulation_prot"
"474","O34855","yocN","Uncharacterized protein YocN","DRAM","sporulation_prot"
"475","O34859","ykoV","Non-homologous end joining protein Ku","DRAM","sporulation_prot"
"476","O34862","ytcA","Putative UDP-glucose 6-dehydrogenase YtcA (UDP-Glc dehydrogenase) (UDP-GlcDH) (UDPGDH) (EC 1.1.1.22)","DRAM","sporulation_prot"
"477","O34873","yngG","Hydroxymethylglutaryl-CoA lyase YngG (HL) (HMG-CoA lyase) (EC 4.1.3.4) (3-hydroxy-3-methylglutarate-CoA lyase)","DRAM","sporulation_prot"
"478","O34876","ftsX","Cell division protein FtsX","DRAM","sporulation_prot"
"479","O34880","ylbD","Uncharacterized protein YlbD","DRAM","sporulation_prot"
"480","O34881","ytvB","Uncharacterized protein YtvB","DRAM","sporulation_prot"
"4811","O34883","ytkC","Uncharacterized protein YtkC","DRAM","sporulation_prot"
"482","O34886","ytcB","Uncharacterized UDP-glucose epimerase YtcB (EC 4.-.-.-)","DRAM","sporulation_prot"
"483","O34891","yjzB","Uncharacterized protein YjzB","DRAM","sporulation_prot"
"484","O34893","yngF","Putative enoyl-CoA hydratase/isomerase YngF","DRAM","sporulation_prot"
"485","O34895","yodP","N-acetyltransferase YodP (EC 2.3.1.-) (Beta-lysine N(6)-acetyltransferase) (EC 2.3.1.264)","DRAM","sporulation_prot"
"486","O34896","yjmF","Uncharacterized oxidoreductase UxuB (EC 1.-.-.-)","DRAM","sporulation_prot"
"487","O34906","yoaM","Abasic site processing protein YoaM (EC 4.-.-.-) (Peptidase YoaM) (EC 3.4.-.-)","DRAM","sporulation_prot"
"488","O34917","ytfI","Uncharacterized protein YtfI","DRAM","sporulation_prot"
"489","O34928","pdaA","Peptidoglycan-N-acetylmuramic acid deacetylase PdaA (Peptidoglycan MurNAc deacetylase) (EC 3.5.1.-)","DRAM","sporulation_prot"
"490","O34954","yodH","Uncharacterized methyltransferase YodH (EC 2.1.1.-)","DRAM","sporulation_prot"
"4911","O34958","ylbE","Uncharacterized protein YlbE","DRAM","sporulation_prot"
"492","O34959","yjaV","Uncharacterized protein YjaV","DRAM","sporulation_prot"
"493","O34970","refZ","Probable HTH-type transcriptional regulator YttP (Stress response protein YttP)","DRAM","sporulation_prot"
"494","O34976","yocL","Uncharacterized protein YocL","DRAM","sporulation_prot"
"495","O34984","yodQ","Uncharacterized metallohydrolase YodQ (EC 3.-.-.-)","DRAM","sporulation_prot"
"496","O34986","shfP","Uncharacterized protein YvnB","DRAM","sporulation_prot"
"497","O34991","ytvI","Putative transport protein YtvI","DRAM","sporulation_prot"
"498","O34997","meeY","Uncharacterized membrane protein YkoY","DRAM","sporulation_prot"
"499","O35001","yjaU","Uncharacterized protein YjaU","DRAM","sporulation_prot"
"500","O35002","ctpB","Carboxy-terminal processing protease CtpB (C-terminal processing protease) (EC 3.4.21.102)","DRAM","sporulation_prot"
"5011","O35013","rppH","Putative 8-oxo-dGTP diphosphatase YtkD (8-oxo-dGTPase) (EC 3.6.1.55) (7,8-dihydro-8-oxoguanine-triphosphatase) (dGTP pyrophosphohydrolase)","DRAM","sporulation_prot"
"502","O35015","yngK","Glycosyl hydrolase YngK (EC 3.2.1.-)","DRAM","sporulation_prot"
"503","O35023","sodF","Probable superoxide dismutase [Fe] (EC 1.15.1.1)","DRAM","sporulation_prot"
"504","O35028","yfkR","Putative spore germination protein YfkR","DRAM","sporulation_prot"
"505","O35036","yfkS","Uncharacterized protein YfkS","DRAM","sporulation_prot"
"506","O35040","ykoQ","Uncharacterized metallophosphoesterase YkoQ (EC 3.1.-.-)","DRAM","sporulation_prot"
"507","O35045","yjmD","Uncharacterized zinc-type alcohol dehydrogenase-like protein YjmD (EC 1.-.-.-)","DRAM","sporulation_prot"
"508","O66042","mecA","Adapter protein MecA","DRAM","sporulation_prot"
"509","O66377","cry1Fb","Pesticidal crystal protein Cry1Fb (132 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIF(b))","DRAM","sporulation_prot"
"510","O68685","gerPC","Probable spore germination protein GerPC","DRAM","sporulation_prot"
"5111","O68687","gerPE","Probable spore germination protein GerPE","DRAM","sporulation_prot"
"512","O85467","gerIA","Spore germination protein GerIA","DRAM","sporulation_prot"
"513","O85805","cry1Be","Pesticidal crystal protein Cry1Be (139 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIB(e))","DRAM","sporulation_prot"
"514","O86170","cry19Ba","Pesticidal crystal protein Cry19Ba (78 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXIXB(a))","DRAM","sporulation_prot"
"515","O87404","cry1Ic","Pesticidal crystal protein Cry1Ic (81 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryII(c))","DRAM","sporulation_prot"
"516","O87905","cry24Aa","Pesticidal crystal protein Cry24Aa (Crystaline entomocidal protoxin) (Crystal protein) (Insecticidal delta-endotoxin CryXXIVA(a)) (Insecticidal protein Jeg72)","DRAM","sporulation_prot"
"517","O87906","cry25Aa","Pesticidal crystal protein Cry25Aa (76 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXXVA(a)) (Insecticidal protein Jeg74)","DRAM","sporulation_prot"
"518","P00781","apr","Subtilisin DY (EC 3.4.21.62)","DRAM","sporulation_prot"
"519","P00782","apr","Subtilisin BPN' (EC 3.4.21.62) (Alkaline protease) (Subtilisin DFE) (Subtilisin Novo)","DRAM","sporulation_prot"
"520","P00783","apr","Subtilisin amylosacchariticus (EC 3.4.21.62)","DRAM","sporulation_prot"
"5211","P02958","sspC","Small, acid-soluble spore protein C (SASP)","DRAM","sporulation_prot"
"522","P02959","sasP-A","Small, acid-soluble spore protein A (SASP)","DRAM","sporulation_prot"
"523","P02960","sasP-C","Small, acid-soluble spore protein C (SASP)","DRAM","sporulation_prot"
"524","P02961","sasP-B","Small, acid-soluble spore protein gamma-type (SASP)","DRAM","sporulation_prot"
"525","P02964","sigH","RNA polymerase sigma-H factor (Sigma-30)","DRAM","sporulation_prot"
"526","P02966","tps","Development-specific protein S (Spore coat protein S)","DRAM","sporulation_prot"
"527","P02967","ops","Development-specific protein S homolog","DRAM","sporulation_prot"
"528","P04189","aprE","Subtilisin E (EC 3.4.21.62)","DRAM","sporulation_prot"
"529","P04831","sspA","Small, acid-soluble spore protein A (SASP)","DRAM","sporulation_prot"
"530","P04832","sspB","Small, acid-soluble spore protein B (SASP)","DRAM","sporulation_prot"
"5311","P04833","sspD","Small, acid-soluble spore protein D (SASP)","DRAM","sporulation_prot"
"532","P04834","sASP-C4","Small, acid-soluble spore protein C4 (SASP)","DRAM","sporulation_prot"
"533","P04835","sASP-C5","Small, acid-soluble spore protein C5 (SASP)","DRAM","sporulation_prot"
"534","P05043","spo0E","Aspartyl-phosphate phosphatase Spo0E (EC 3.1.3.-) (Stage 0 sporulation protein E) (Stage 0 sporulation regulatory protein Spo0E)","DRAM","sporulation_prot"
"535","P05068","cry1Ac","Pesticidal crystal protein Cry1Ac (133 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIA(c))","DRAM","sporulation_prot"
"536","P05516","binA","Binary larvicide subunit BinA (41.9 kDa insecticidal toxin) (Larvicidal toxin protein P42)","DRAM","sporulation_prot"
"537","P05519","cry4Ba","Pesticidal crystal protein Cry4B protoxin (128 kDa crystal protein) (130 kDa mosquito-larvicidal delta-endotoxin) (Bt8) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIVB(a)) (Pesticidal crystal protein Cry4Ba protoxin)","DRAM","sporulation_prot"
"538","P06222","sigE","RNA polymerase sigma-E factor (P31) (Sigma-29) (Stage II sporulation protein GB)","DRAM","sporulation_prot"
"539","P06533","sinR","HTH-type transcriptional regulator SinR","DRAM","sporulation_prot"
"540","P06534","spo0A","Stage 0 sporulation protein A (Stage 0 sporulation protein C) (Stage 0 sporulation protein G)","DRAM","sporulation_prot"
"5411","P06535","spo0B","Sporulation initiation phosphotransferase B (EC 2.7.-.-) (Stage 0 sporulation protein B) (Stage 0 sporulation protein D)","DRAM","sporulation_prot"
"542","P06552","sasP-1","Small, acid-soluble spore protein 1 (SASP)","DRAM","sporulation_prot"
"543","P06553","sasP-1","Small, acid-soluble spore protein 1 (SASP)","DRAM","sporulation_prot"
"544","P06569","ytxC","Uncharacterized protein YtxC (ORF-281)","DRAM","sporulation_prot"
"545","P06575","binA","Binary larvicide subunit BinA (41.9 kDa insecticidal toxin) (Binary paracrystalline larvicide subunit BinA)","DRAM","sporulation_prot"
"546","P06628","spo0F","Sporulation initiation phosphotransferase F (EC 2.7.-.-) (Stage 0 sporulation protein F)","DRAM","sporulation_prot"
"547","P06630","eag","Uncharacterized protein eag","DRAM","sporulation_prot"
"548","P06653","lytA","Autolysin (EC 3.5.1.28) (Cell wall hydrolase) (Mucopeptide aminohydrolase) (Murein hydrolase) (N-acetylmuramoyl-L-alanine amidase)","DRAM","sporulation_prot"
"549","P07372","spoIID","Stage II sporulation protein D (Stage II sporulation protein C)","DRAM","sporulation_prot"
"550","P07373","spoVE","Stage V sporulation protein E","DRAM","sporulation_prot"
"5511","P07518","apr","Subtilisin (EC 3.4.21.62) (Alkaline mesentericopeptidase)","DRAM","sporulation_prot"
"552","P07784","sspE","Small, acid-soluble spore protein gamma-type (SASP)","DRAM","sporulation_prot"
"553","P07785","sspE","Small, acid-soluble spore protein gamma-type (SASP)","DRAM","sporulation_prot"
"554","P07786","small, acid-soluble spore protein gamma-type (SASP)","Small, acid-soluble spore protein gamma-type (SASP)","DRAM","sporulation_prot"
"555","P07787","small, acid-soluble spore protein gamma-type (SASP)","Small, acid-soluble spore protein gamma-type (SASP)","DRAM","sporulation_prot"
"556","P07788","cotA","Laccase (EC 1.10.3.2) (Bilirubin oxidase) (EC 1.3.3.5) (Spore coat protein A)","DRAM","sporulation_prot"
"557","P07789","cotB","Spore coat protein B","DRAM","sporulation_prot"
"558","P07790","cotC","Spore coat protein C","DRAM","sporulation_prot"
"559","P07791","cotD","Spore coat protein D","DRAM","sporulation_prot"
"560","P07860","sigF","RNA polymerase sigma-F factor (Sporulation sigma factor) (Stage II sporulation protein AC)","DRAM","sporulation_prot"
"5611","P07868","gerAA","Spore germination protein A1","DRAM","sporulation_prot"
"562","P07869","gerAB","Spore germination protein A2","DRAM","sporulation_prot"
"563","P07870","gerAC","Spore germination protein A3","DRAM","sporulation_prot"
"564","P07999","gdhB","Glucose 1-dehydrogenase B (EC 1.1.1.47)","DRAM","sporulation_prot"
"565","P08164","nadE","NH(3)-dependent NAD(+) synthetase (EC 6.3.1.5) (General stress protein 38) (GSP38) (Spore outgrowth factor B) (Sporulation protein OutB)","DRAM","sporulation_prot"
"566","P08874","abrB","Transition state regulatory protein AbrB","DRAM","sporulation_prot"
"567","P09662","cry10Aa","Pesticidal crystal protein Cry10Aa (78 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXA(a))","DRAM","sporulation_prot"
"568","P0A366","cry1Aa","Pesticidal crystal protein Cry1Aa (133 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIA(a))","DRAM","sporulation_prot"
"569","P0A367","cry1Aa","Pesticidal crystal protein Cry1Aa (133 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIA(a))","DRAM","sporulation_prot"
"570","P0A368","cry1Aa","Pesticidal crystal protein Cry1Aa (133 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIA(a))","DRAM","sporulation_prot"
"5711","P0A369","cry1Aa","Pesticidal crystal protein Cry1Aa (133 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIA(a))","DRAM","sporulation_prot"
"572","P0A370","cry1Ab","Pesticidal crystal protein Cry1Ab (130 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIA(b))","DRAM","sporulation_prot"
"573","P0A371","cry1Ab","Pesticidal crystal protein Cry1Ab (130 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIA(b))","DRAM","sporulation_prot"
"574","P0A372","cry1Ab","Pesticidal crystal protein Cry1Ab (130 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIA(b))","DRAM","sporulation_prot"
"575","P0A373","cry1Ba","Pesticidal crystal protein Cry1Ba (140 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIB(a))","DRAM","sporulation_prot"
"576","P0A374","cry1Ba","Pesticidal crystal protein Cry1Ba (140 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIB(a))","DRAM","sporulation_prot"
"577","P0A375","cry1Ca","Pesticidal crystal protein Cry1Ca (134 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIC(a))","DRAM","sporulation_prot"
"578","P0A376","cry1Ca","Pesticidal crystal protein Cry1Ca (134 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIC(a))","DRAM","sporulation_prot"
"579","P0A377","cry2Aa","Pesticidal crystal protein Cry2Aa (71 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIA(a)) (Mosquito factor) (P2 crystal protein)","DRAM","sporulation_prot"
"580","P0A378","cry2Aa","Pesticidal crystal protein Cry2Aa (71 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIA(a)) (Mosquito factor) (P2 crystal protein)","DRAM","sporulation_prot"
"5811","P0A379","cry3Aa","Pesticidal crystal protein Cry3Aa (73 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIIA(a))","DRAM","sporulation_prot"
"582","P0A380","cry3Aa","Pesticidal crystal protein Cry3Aa (73 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIIA(a))","DRAM","sporulation_prot"
"583","P0A381","cry3Aa","Pesticidal crystal protein Cry3Aa (73 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIIA(a))","DRAM","sporulation_prot"
"584","P0A382","cyt1Aa","Type-1Aa cytolytic delta-endotoxin (27 kDa cytolytic toxin)","DRAM","sporulation_prot"
"585","P0A383","cyt1Aa","Type-1Aa cytolytic delta-endotoxin (27 kDa cytolytic toxin)","DRAM","sporulation_prot"
"586","P0A3T6","gerPB","Probable spore germination protein GerPB","DRAM","sporulation_prot"
"587","P0A3T7","gerPB","Probable spore germination protein GerPB","DRAM","sporulation_prot"
"588","P0A3T8","gerPD","Probable spore germination protein GerPD","DRAM","sporulation_prot"
"589","P0A3T9","gerPD","Probable spore germination protein GerPD","DRAM","sporulation_prot"
"590","P0A3V0","sleB","Spore cortex-lytic enzyme (SCLE) (Germination-specific amidase)","DRAM","sporulation_prot"
"5911","P0A3V1","sleB","Spore cortex-lytic enzyme (SCLE) (Germination-specific amidase)","DRAM","sporulation_prot"
"592","P0A4F2","sasP-1","Small, acid-soluble spore protein 1 (SASP)","DRAM","sporulation_prot"
"593","P0A4F3","sasP-1","Small, acid-soluble spore protein 1 (SASP)","DRAM","sporulation_prot"
"594","P0A4F4","sasP-2","Small, acid-soluble spore protein 2 (SASP)","DRAM","sporulation_prot"
"595","P0A4F5","sasP-2","Small, acid-soluble spore protein 2 (SASP)","DRAM","sporulation_prot"
"596","P0A4F6","sspF","Protein SspF","DRAM","sporulation_prot"
"597","P0A4F7","sspF","Protein SspF","DRAM","sporulation_prot"
"598","P0A4I3","spo0A","Stage 0 sporulation protein A","DRAM","sporulation_prot"
"599","P0A4I4","spo0A","Stage 0 sporulation protein A","DRAM","sporulation_prot"
"600","P0CY50","comX","ComX pheromone (Competence pheromone)","DRAM","sporulation_prot"
"6011","P0DPJ9","sleL","Cortical fragment-lytic enzyme (CFLE) (EC 3.2.1.-) (Spore peptidoglycan N-acetylglucosaminidase)","DRAM","sporulation_prot"
"602","P10565","binB","Binary larvicide subunit BinB (63 kDa toxin crystal protein) (Binary paracrystalline larvicide subunit BinB) (Larvicidal toxin 51.4 kDa protein)","DRAM","sporulation_prot"
"603","P10570","sASP-C1","Small, acid-soluble spore protein C1 (SASP)","DRAM","sporulation_prot"
"604","P10571","sASP-C2","Small, acid-soluble spore protein C2 (SASP)","DRAM","sporulation_prot"
"605","P10572","sASP-C3","Small, acid-soluble spore protein C3 (SASP)","DRAM","sporulation_prot"
"606","P10727","spoIIAA","Anti-sigma F factor antagonist (Stage II sporulation protein AA)","DRAM","sporulation_prot"
"607","P10728","spoIIAB","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","DRAM","sporulation_prot"
"608","P11065","hpr","DNA-binding transcriptional repressor ScoC (HTH-type transcriptional regulator Hpr) (Protease production regulatory protein Hpr)","DRAM","sporulation_prot"
"609","P11470","gerE","Spore germination protein GerE","DRAM","sporulation_prot"
"610","P11863","cotT","Spore coat protein T","DRAM","sporulation_prot"
"6111","P12254","sigK","RNA polymerase sigma-K factor (Sigma-27) (Stage IV sporulation protein CB)","DRAM","sporulation_prot"
"612","P12310","gdh","Glucose 1-dehydrogenase (EC 1.1.1.47)","DRAM","sporulation_prot"
"613","P12690","sapA","Spore-associated protein A","DRAM","sporulation_prot"
"614","P12946","ctaA","Heme A synthase (HAS) (EC 1.17.99.9) (Cytochrome aa3-controlling protein)","DRAM","sporulation_prot"
"615","P12963","binA","Binary larvicide subunit BinA (41.9 kDa insecticidal toxin)","DRAM","sporulation_prot"
"616","P12964","binB","Binary larvicide subunit BinB (51.4 kDa insecticidal toxin)","DRAM","sporulation_prot"
"617","P13243","fbaA","Probable fructose-bisphosphate aldolase (FBP aldolase) (FBPA) (EC 4.1.2.13) (Fructose-1,6-bisphosphate aldolase)","DRAM","sporulation_prot"
"618","P13251","spoIID","Stage II sporulation protein D","DRAM","sporulation_prot"
"619","P13792","phoP","Alkaline phosphatase synthesis transcriptional regulatory protein PhoP","DRAM","sporulation_prot"
"620","P13801","spoIIGA","Sporulation sigma-E factor-processing peptidase (EC 3.4.23.-) (Membrane-associated aspartic protease) (Stage II sporulation protein GA)","DRAM","sporulation_prot"
"6211","P14016","cotE","Spore coat protein E","DRAM","sporulation_prot"
"622","P14892","cwlA","N-acetylmuramoyl-L-alanine amidase CwlA (EC 3.5.1.28) (Autolysin) (Cell wall hydrolase)","DRAM","sporulation_prot"
"623","P15281","spoIIID","Stage III sporulation protein D (14 kDa transcription factor)","DRAM","sporulation_prot"
"624","P15378","comC","Prepilin leader peptidase/N-methyltransferase (Late competence protein ComC) [Includes: Leader peptidase (EC 3.4.23.43) (Prepilin peptidase); N-methyltransferase (EC 2.1.1.-)]","DRAM","sporulation_prot"
"625","P16449","kbaA","KinB-signaling pathway activation protein","DRAM","sporulation_prot"
"626","P16450","gerD","Spore germination protein GerD","DRAM","sporulation_prot"
"627","P16480","cry4Aa","Pesticidal crystal protein Cry4Aa (135 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIVA(a))","DRAM","sporulation_prot"
"628","P16497","kinA","Sporulation kinase A (EC 2.7.13.3) (Stage II sporulation protein F) (Stage II sporulation protein J)","DRAM","sporulation_prot"
"629","P16655","divIB","Cell division protein DivIB (Cell division and sporulation protein) (Division initiation protein DivIB)","DRAM","sporulation_prot"
"630","P17531","rpoD","RNA polymerase sigma factor RpoD (Sigma-80)","DRAM","sporulation_prot"
"6311","P17556","ald","Alanine dehydrogenase (EC 1.4.1.1)","DRAM","sporulation_prot"
"632","P17557","ald","Alanine dehydrogenase (EC 1.4.1.1)","DRAM","sporulation_prot"
"633","P17867","spoIVCA","Putative DNA recombinase (Stage IV sporulation protein CA)","DRAM","sporulation_prot"
"634","P17869","sigH","RNA polymerase sigma-H factor (Sigma-30) (Stage 0 sporulation protein H)","DRAM","sporulation_prot"
"635","P17896","spoIVB","SpoIVB peptidase (EC 3.4.21.116) (Sporulation factor IV B protease) (Stage IV sporulation protein B) [Cleaved into: SpoIVB peptidase 45 kDa isoform; SpoIVB peptidase 43 kDa isoform; SpoIVB peptidase 42 kDa isoform]","DRAM","sporulation_prot"
"636","P17969","cry3Ba","Pesticidal crystal protein Cry3Ba (75 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIIB(a))","DRAM","sporulation_prot"
"637","P18568","binB","Binary larvicide subunit BinB (51.4 kDa insecticidal toxin) (BinB protein) (Larvicidal toxin protein P51)","DRAM","sporulation_prot"
"638","P18579","murB","UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98) (UDP-N-acetylmuramate dehydrogenase)","DRAM","sporulation_prot"
"639","P19405","phoB","Alkaline phosphatase 3 (EC 3.1.3.1) (Alkaline phosphatase III) (APase III)","DRAM","sporulation_prot"
"640","P19415","cry1Da","Pesticidal crystal protein Cry1Da (132 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryID(a))","DRAM","sporulation_prot"
"6411","P19471","55.5 kDa and 49.5 kDa sporulation proteins (ORF1590 and ORF1422)","55.5 kDa and 49.5 kDa sporulation proteins (ORF1590 and ORF1422)","DRAM","sporulation_prot"
"642","P19638","dgkA","Undecaprenol kinase (UdpK) (EC 2.7.1.66)","DRAM","sporulation_prot"
"643","P19940","sigG","RNA polymerase sigma-G factor (Stage III sporulation protein G)","DRAM","sporulation_prot"
"644","P20964","obg","GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg) (OrfA) (Spo0B-associated GTP-binding protein)","DRAM","sporulation_prot"
"645","P21158","csgA","C-signal (17-kDa C-factor protein) (p17) (C-factor) (Cell surface-associated intercellular C-signal)","DRAM","sporulation_prot"
"646","P21254","cry2Ab","Pesticidal crystal protein Cry2Ab (71 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIA(b))","DRAM","sporulation_prot"
"647","P21256","cry11Aa","Pesticidal crystal protein Cry11Aa (72 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXIA(a))","DRAM","sporulation_prot"
"648","P21340","paiA","Spermidine/spermine N(1)-acetyltransferase (SSAT) (Protease synthase and sporulation negative regulatory protein PAI 1) (Spermidine N(1)-acetyltransferase) (SAT) (EC 2.3.1.57)","DRAM","sporulation_prot"
"649","P21341","paiB","Protease synthase and sporulation protein PAI 2","DRAM","sporulation_prot"
"650","P21458","spoIIIE","DNA translocase SpoIIIE (Stage III sporulation protein E)","DRAM","sporulation_prot"
"6511","P21886","sspC1","Small, acid-soluble spore protein C1 (ASSP) (SASP) (SSP-2)","DRAM","sporulation_prot"
"652","P21887","sspC2","Small, acid-soluble spore protein C2 (ASSP) (SASP) (SSP-3)","DRAM","sporulation_prot"
"653","P22065","small, acid-soluble spore protein alpha (ASSP) (SASP)","Small, acid-soluble spore protein alpha (ASSP) (SASP)","DRAM","sporulation_prot"
