L1,L2,L3,ID,Function,EC,Gene
Metabolism,Carbohydrate metabolism,Citrate cycle (TCA cycle) [PATH:ko00020],K00162,Pyruvate dehydrogenase E1 component beta subunit,1.2.4.1,"PDHB, pdhB"
Metabolism,Carbohydrate metabolism,Citrate cycle (TCA cycle) [PATH:ko00020],K00627,Pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase),2.3.1.12,"DLAT, aceF, pdhC"
Metabolism,Carbohydrate metabolism,Citrate cycle (TCA cycle) [PATH:ko00020],K13997,Dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex,,PDHX
Metabolism,Carbohydrate metabolism,Citrate cycle (TCA cycle) [PATH:ko00020],K00169,Pyruvate ferredoxin oxidoreductase alpha subunit,1.2.7.1,porA
Metabolism,Carbohydrate metabolism,Citrate cycle (TCA cycle) [PATH:ko00020],K00170,Pyruvate ferredoxin oxidoreductase beta subunit,1.2.7.1,porB
Metabolism,Carbohydrate metabolism,Citrate cycle (TCA cycle) [PATH:ko00020],K00172,Pyruvate ferredoxin oxidoreductase gamma subunit,1.2.7.1,"porC, porG"
Metabolism,Carbohydrate metabolism,Citrate cycle (TCA cycle) [PATH:ko00020],K00189,2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit,1.2.7.7 1.2.7.1,"vorG, porG"
Metabolism,Carbohydrate metabolism,Citrate cycle (TCA cycle) [PATH:ko00020],K00171,Pyruvate ferredoxin oxidoreductase delta subunit,1.2.7.1,porD
Metabolism,Carbohydrate metabolism,Citrate cycle (TCA cycle) [PATH:ko00020],K03737,Pyruvate-ferredoxin/flavodoxin oxidoreductase,1.2.7.1 1.2.7.-,"por, nifJ"
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K01810,Glucose-6-phosphate isomerase,5.3.1.9,"GPI, pgi"
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K06859,"Glucose-6-phosphate isomerase, archaeal",5.3.1.9,pgi1
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K13810,Transaldolase / glucose-6-phosphate isomerase,2.2.1.2 5.3.1.9,tal-pgi
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K15916,Glucose/mannose-6-phosphate isomerase,5.3.1.9 5.3.1.8,pgi-pmi
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K00036,Glucose-6-phosphate 1-dehydrogenase,1.1.1.49 1.1.1.363,"G6PD, zwf"
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K19243,NAD+ dependent glucose-6-phosphate dehydrogenase,1.1.1.388,azf
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K01057,6-phosphogluconolactonase,3.1.1.31,"PGLS, pgl, devB"
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K07404,6-phosphogluconolactonase,3.1.1.31,pgl
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K13937,Hexose-6-phosphate dehydrogenase,1.1.1.47 3.1.1.31,H6PD
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K00033,6-phosphogluconate dehydrogenase,1.1.1.44 1.1.1.343,"PGD, gnd, gntZ"
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K01783,Ribulose-phosphate 3-epimerase,5.1.3.1,"rpe, RPE"
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K00615,Transketolase,2.2.1.1,"E2.2.1.1, tktA, tktB"
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K00616,Transaldolase,2.2.1.2,"E2.2.1.2, talA, talB"
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K01807,Ribose 5-phosphate isomerase A,5.3.1.6,rpiA
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K01808,Ribose 5-phosphate isomerase B,5.3.1.6,rpiB
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K13812,Bifunctional enzyme Fae/Hps,4.2.1.147 4.1.2.43,fae-hps
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K08093,3-hexulose-6-phosphate synthase,4.1.2.43,hxlA
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K08094,6-phospho-3-hexuloisomerase,5.3.1.27,hxlB
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K13831,3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase,4.1.2.43 5.3.1.27,hps-phi
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K01621,Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase,4.1.2.9 4.1.2.22,"xfp, xpk"
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K01619,Deoxyribose-phosphate aldolase,4.1.2.4,"deoC, DERA"
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K00852,Ribokinase,2.7.1.15,"rbsK, RBKS"
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K01839,Phosphopentomutase,5.4.2.7,deoB
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K22199,Phosphopentomutase,5.4.2.7,ppm
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K01835,Phosphoglucomutase,5.4.2.2,pgm
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K15778,Phosphomannomutase / phosphoglucomutase,5.4.2.8 5.4.2.2,pmm-pgm
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K15779,Phosphoglucomutase / phosphopentomutase,5.4.2.2 5.4.2.7,PGM2
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K05774,"Ribose 1,5-bisphosphokinase",2.7.4.23,phnN
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K00948,Ribose-phosphate pyrophosphokinase,2.7.6.1,"PRPS, prsA"
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K01690,Phosphogluconate dehydratase,4.2.1.12,edd
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K01625,2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase,4.1.2.14 4.1.3.42,eda
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K17463,2-dehydro-3-deoxy-phosphogluconate aldolase,4.1.2.14,dgaF
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K11395,2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase,4.1.2.55,kdpgA
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K00131,Glyceraldehyde-3-phosphate dehydrogenase (NADP+),1.2.1.9,gapN
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K18978,Glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+],1.2.1.90,gapN
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K00034,Glucose 1-dehydrogenase,1.1.1.47,gdh
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K22969,Glucose 1-dehydrogenase,1.1.1.47,gdh
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K21840,Hexose oxidase,1.1.3.5,HOX
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K18124,Glucose/galactose 1-dehydrogenase (NADP+),1.1.1.360,"gdh2, gdhA"
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K18125,Aldose 1-dehydrogenase [NAD(P)+],1.1.1.359,ssgdh
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K00115,"Glucose 1-dehydrogenase (FAD, quinone)",1.1.5.9,GLD
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K19813,Glucose dehydrogenase,1.1.5.9,gdh
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K00117,Quinoprotein glucose dehydrogenase,1.1.5.2,gcd
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K01053,Gluconolactonase,3.1.1.17,"gnl, RGN"
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K06151,Gluconate 2-dehydrogenase alpha chain,1.1.99.3,E1.1.99.3A
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K06152,Gluconate 2-dehydrogenase gamma chain,1.1.99.3,E1.1.99.3G
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K00090,Glyoxylate/hydroxypyruvate/2-ketogluconate reductase,1.1.1.79 1.1.1.81 1.1.1.215,ghrB
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K22229,2-ketogluconate reductase,1.1.1.215,
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K11441,Dehydrogluconokinase,2.7.1.13,kguK
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K00032,Phosphogluconate 2-dehydrogenase,1.1.1.43,E1.1.1.43
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K00851,Gluconokinase,2.7.1.12,"idnK, gntK"
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K25031,Gluconokinase,2.7.1.12,gntK
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K05308,Gluconate/galactonate dehydratase,4.2.1.140,gnaD
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K00874,2-dehydro-3-deoxygluconokinase,2.7.1.45,kdgK
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K18126,2-dehydro-3-deoxygluconokinase / 2-dehydro-3-deoxygalactonokinase,2.7.1.178,sskdgK
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K18127,2-dehydro-3-deoxy-D-gluconate aldolase,4.1.2.51,kdgA
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K03738,Aldehyde:ferredoxin oxidoreductase,1.2.7.5,aor
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K18020,Glyceraldehyde dehydrogenase large subunit,1.2.99.8,cutA
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K18021,Glyceraldehyde dehydrogenase medium subunit,1.2.99.8,cutB
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K18022,Glyceraldehyde dehydrogenase small subunit,1.2.99.8,cutC
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K18128,D-glyceraldehyde dehydrogenase (NADP+),1.2.1.89,gadh
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K11529,Glycerate 2-kinase,2.7.1.165,"gck, gckA, GLYCTK"
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K22345,Glucosaminate ammonia-lyase,4.3.1.9,E4.3.1.9
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K17464,D-glucosaminate PTS system EIIA component,2.7.1.203,dgaA
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K17465,D-glucosaminate PTS system EIIB component,2.7.1.203,dgaB
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K17466,D-glucosaminate PTS system EIIC component,,dgaC
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K17467,D-glucosaminate PTS system EIID component,,dgaD
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K17468,D-glucosaminate-6-phosphate ammonia-lyase,4.3.1.29,dgaE
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K01623,"Fructose-bisphosphate aldolase, class I",4.1.2.13,ALDO
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K11645,"Fructose-bisphosphate aldolase, class I",4.1.2.13,fbaB
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K01624,"Fructose-bisphosphate aldolase, class II",4.1.2.13,"FBA, fbaA"
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K01622,"Fructose 1,6-bisphosphate aldolase/phosphatase",4.1.2.13 3.1.3.11,
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K16305,Fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase,4.1.2.13 2.2.1.11,
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K16306,"Fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase",4.1.2.13 2.2.1.10,
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K03841,"Fructose-1,6-bisphosphatase I",3.1.3.11,"FBP, fbp"
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K02446,"Fructose-1,6-bisphosphatase II",3.1.3.11,glpX
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K11532,"Fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase",3.1.3.11 3.1.3.37,glpX-SEBP
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K01086,"Fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase",3.1.3.11 3.1.3.37,fbp-SEBP
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K04041,"Fructose-1,6-bisphosphatase III",3.1.3.11,fbp3
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K24182,6-phosphofructokinase,2.7.1.11,PFK9
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K00850,6-phosphofructokinase 1,2.7.1.11,"pfkA, PFK"
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K16370,6-phosphofructokinase 2,2.7.1.11,pfkB
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K21071,ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase,2.7.1.11 2.7.1.90,"pfk, pfp"
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K00918,ADP-dependent phosphofructokinase/glucokinase,2.7.1.146 2.7.1.147,pfkC
Metabolism,Carbohydrate metabolism,Pentose phosphate pathway [PATH:ko00030],K00895,Diphosphate-dependent phosphofructokinase,2.7.1.90,"pfp, PFP"
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K01051,Pectinesterase,3.1.1.11,E3.1.1.11
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K22539,Pectate lyase,4.2.2.2,PLY
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K01728,Pectate lyase,4.2.2.2,pel
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K19551,Pectate lyase C,4.2.2.2 4.2.2.10,pelC
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K01731,Pectate disaccharide-lyase,4.2.2.9,pelW
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K22994,Pectate disaccharide-lyase,4.2.2.9,pelX
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K01730,Oligogalacturonide lyase,4.2.2.6,ogl
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K01815,4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase,5.3.1.17,kduI
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K00065,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase,1.1.1.127,kduD
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K01184,Polygalacturonase,3.2.1.15,E3.2.1.15
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K01213,"Galacturan 1,4-alpha-galacturonidase",3.2.1.67,E3.2.1.67
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K22933,"Galacturan 1,4-alpha-galacturonidase",3.2.1.67,lplD
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K01812,Glucuronate isomerase,5.3.1.12,uxaC
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K00041,Tagaturonate reductase,1.1.1.58,uxaB
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K01685,Altronate hydrolase,4.2.1.7,uxaA
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K16849,Altronate dehydratase small subunit,4.2.1.7,uxaA1
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K16850,Altronate dehydratase large subunit,4.2.1.7,uxaA2
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K01686,Mannonate dehydratase,4.2.1.8,uxuA
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K08323,Mannonate dehydratase,4.2.1.8,"rspA, manD"
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K08322,L-gulonate 5-dehydrogenase,1.1.1.380,rspB
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K00040,Fructuronate reductase,1.1.1.57,uxuB
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K21619,Tagaturonate epimerase,5.1.2.7,uxaE
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K18106,D-galacturonate reductase,1.1.1.-,GAAA
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K19634,D-galacturonate reductase,1.1.1.365,gar1
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K18102,L-galactonate dehydratase,4.2.1.146,"GAAB, LGD1"
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K18103,L-threo-3-deoxy-hexylosonate aldolase,4.1.2.54,"GAAC, LGA1"
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K18107,L-glyceraldehyde reductase,1.1.1.372,GAAD
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K01195,Beta-glucuronidase,3.2.1.31,"uidA, GUSB"
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K14756,Klotho,3.2.1.31,KL
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K00699,Glucuronosyltransferase,2.4.1.17,UGT
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K16190,Glucuronokinase,2.7.1.43,GLCAK
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K12447,UDP-sugar pyrophosphorylase,2.7.7.64,USP
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K00012,UDPglucose 6-dehydrogenase,1.1.1.22,"UGDH, ugd"
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K00963,UTP--glucose-1-phosphate uridylyltransferase,2.7.7.9,"UGP2, galU, galF"
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K00002,Alcohol dehydrogenase (NADP+),1.1.1.2,"AKR1A1, adh"
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K13247,L-gulonate 3-dehydrogenase,1.1.1.45,CRYL1
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K08092,3-dehydro-L-gulonate 2-dehydrogenase,1.1.1.130,dlgD
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K00880,L-xylulokinase,2.7.1.53,lyxK
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K03078,3-dehydro-L-gulonate-6-phosphate decarboxylase,4.1.1.85,"ulaD, sgaH, sgbH"
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K03079,L-ribulose-5-phosphate 3-epimerase,5.1.3.22,"ulaE, sgaU, sgbU"
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K03077,L-ribulose-5-phosphate 4-epimerase,5.1.3.4,"araD, ulaF, sgaE, sgbE"
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K01783,Ribulose-phosphate 3-epimerase,5.1.3.1,"rpe, RPE"
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K01804,L-arabinose isomerase,5.3.1.4,araA
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K00853,L-ribulokinase,2.7.1.16,araB
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K24707,Ribulokinase,2.7.1.16,E2.7.1.16
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K00854,Xylulokinase,2.7.1.17,"xylB, XYLB"
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K01805,Xylose isomerase,5.3.1.5,xylA
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K00011,Aldehyde reductase,1.1.1.21,AKR1B
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K00594,Alditol oxidase,1.1.3.41,"xyoA, aldO"
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K17743,D-xylose reductase,1.1.1.307,XR
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K03331,L-xylulose reductase,1.1.1.10,DCXR
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K01820,L-rhamnose isomerase / sugar isomerase,5.3.1.14 5.3.1.-,rhaA
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K00848,Rhamnulokinase,2.7.1.5,rhaB
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K01629,Rhamnulose-1-phosphate aldolase,4.1.2.19,rhaD
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K17738,D-arabinitol 2-dehydrogenase,1.1.1.250,ARD
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K17818,D-arabinitol dehydrogenase (NADP+),1.1.1.287,ARD1
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K00007,D-arabinitol 4-dehydrogenase,1.1.1.11,dalD
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions [PATH:ko00040],K09988,D-lyxose ketol-isomerase,5.3.1.15,lyxA
